Psylla:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debug_recalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010416666666667,0.020833333333333,0.03125,0.041666666666667,0.052083333333333,0.0625,0.072916666666667,0.083333333333333,0.09375,0.104166666666667,0.114583333333333,0.125,0.135416666666667,0.145833333333333,0.15625,0.166666666666667,0.177083333333333,0.1875,0.197916666666667,0.208333333333333,0.21875,0.229166666666667,0.239583333333333,0.25,0.260416666666667,0.270833333333333,0.28125,0.291666666666667,0.302083333333333,0.3125,0.322916666666667,0.333333333333333,0.34375,0.354166666666667,0.364583333333333,0.375,0.385416666666667,0.385416666666667,0.395833333333333,0.40625,0.416666666666667,0.427083333333333,0.4375,0.447916666666667,0.458333333333333,0.46875,0.479166666666667,0.489583333333333,0.5,0.510416666666667,0.520833333333333,0.53125,0.541666666666667,0.552083333333333,0.5625,0.572916666666667,0.583333333333333,0.59375,0.59375,0.604166666666667,0.614583333333333,0.625,0.625,0.625,0.635416666666667,0.635416666666667,0.645833333333333,0.645833333333333,0.645833333333333,0.65625,0.666666666666667,0.677083333333333,0.677083333333333,0.6875,0.697916666666667,0.708333333333333,0.71875,0.729166666666667,0.739583333333333,0.75,0.75,0.75,0.760416666666667,0.770833333333333,0.78125,0.791666666666667,0.791666666666667,0.802083333333333,0.802083333333333,0.8125,0.8125,0.822916666666667,0.833333333333333,0.84375,0.854166666666667,0.854166666666667,0.864583333333333,0.875,0.875,0.885416666666667,0.885416666666667,0.895833333333333,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.927083333333333,0.927083333333333,0.9375,0.9375,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667
Debug_precisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9736842,0.974359,0.975,0.9756098,0.97619045,0.9767442,0.97727275,0.9777778,0.9782609,0.9787234,0.9791667,0.97959185,0.98,0.98039216,0.9807692,0.9811321,0.9814815,0.9818182,0.98214287,0.98245615,0.98275864,0.9661017,0.96666664,0.9672131,0.9677419,0.95238096,0.9375,0.93846154,0.92424244,0.92537314,0.9117647,0.89855075,0.9,0.90140843,0.9027778,0.89041096,0.8918919,0.8933333,0.8947368,0.8961039,0.8974359,0.89873415,0.9,0.8888889,0.8780488,0.8795181,0.88095236,0.88235295,0.88372093,0.87356323,0.875,0.8651685,0.8666667,0.85714287,0.8586956,0.86021507,0.86170214,0.86315787,0.8541667,0.8556701,0.85714287,0.8484849,0.85,0.84158415,0.84313726,0.8446602,0.83653843,0.82857144,0.8207547,0.8130841,0.8055556,0.80733943,0.8,0.7927928,0.78571427,0.7787611,0.7719298,0.76521736,0.7586207,0.7606838,0.7542373,0.75630254,0.75,0.75206614,0.74590164,0.7398374,0.733871,0.728,0.7222222,0.71653545,0.7109375,0.70542634
Wasp:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debug_recalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.84,0.84,0.88,0.88,0.88,0.88,0.88,0.92,0.92,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debug_precisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.9411765,0.9444444,0.94736844,0.95,0.95238096,0.95454544,0.9130435,0.875,0.88,0.84615386,0.8148148,0.78571427,0.7586207,0.76666665,0.7419355,0.71875,0.72727275,0.7058824,0.6857143,0.6666667,0.6486486,0.6315789,0.61538464,0.6,0.58536583,0.5714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debug_recalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010416666666667,0.020833333333333,0.03125,0.041666666666667,0.052083333333333,0.0625,0.072916666666667,0.083333333333333,0.09375,0.104166666666667,0.114583333333333,0.125,0.135416666666667,0.145833333333333,0.15625,0.166666666666667,0.177083333333333,0.1875,0.197916666666667,0.208333333333333,0.21875,0.229166666666667,0.239583333333333,0.25,0.260416666666667,0.270833333333333,0.28125,0.291666666666667,0.302083333333333,0.3125,0.322916666666667,0.333333333333333,0.34375,0.354166666666667,0.364583333333333,0.375,0.385416666666667,0.385416666666667,0.395833333333333,0.40625,0.416666666666667,0.427083333333333,0.4375,0.447916666666667,0.458333333333333,0.46875,0.479166666666667,0.489583333333333,0.5,0.510416666666667,0.520833333333333,0.53125,0.541666666666667,0.552083333333333,0.5625,0.572916666666667,0.583333333333333,0.59375,0.59375,0.604166666666667,0.614583333333333,0.625,0.625,0.625,0.635416666666667,0.635416666666667,0.645833333333333,0.645833333333333,0.645833333333333,0.65625,0.666666666666667,0.677083333333333,0.677083333333333,0.6875,0.697916666666667,0.708333333333333,0.71875,0.729166666666667,0.739583333333333,0.75,0.75,0.75,0.760416666666667,0.770833333333333,0.78125,0.791666666666667,0.791666666666667,0.802083333333333,0.802083333333333,0.8125,0.8125,0.822916666666667,0.833333333333333,0.84375,0.854166666666667,0.854166666666667,0.864583333333333,0.875,0.875,0.885416666666667,0.885416666666667,0.895833333333333,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667,0.927083333333333,0.927083333333333,0.9375,0.9375,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667,0.947916666666667
